Export MPAN / MSID,Import MPAN / MSID,Customer Name,Customer Site,Address Line 1,Address Line 2,Town/ City,County,Postcode,Country,Location (X-coordinate):_Eastings (where data is held),Location (y-coordinate):_Northings (where data is held),Grid Supply Point,Bulk Supply Point,Primary,Point of Connection (POC)_Voltage (kV),Licence Area,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status,Already connected Registered Capacity (MW),Already Connected - Maximum Export Capacity (MW),Already Connected - Maximum Export Capacity (MVA),Already Connected - Maximum Import Capacity (MW),Already Connected - Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MVA),Accepted to Connect - Change to Maximum Import Capacity (MW),Accepted to Connect - Change to Maximum Import Capacity (MVA),Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,Longitude,Latitude,SpatialCoordinates_Customer,SiteFunctionalLocation,Primary Resource Type_Group
Data not available,,Locogen Consulting Ltd,Land at Trimley,,,Flexistowe,SUFFOLK,IP11 0UD,England,627570,235050,Bramford,Felixstowe Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,15.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,15.0,15.0,15.789,0.015,0.016,2022-07-03,2034-10-31,,,,,,,2022-12-14,1.31142862556793,51.9673133586061,"51.9673133586061, 1.31142862556793",EPN-S0000000G1005,Solar PV
Data not available,,Path Finder CE,(ANM) Land North of Shooters Drive,,,Epping,Essex,EN9 2RG,England,539991,206358,Rye House,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,49.5,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,49.5,,,,,,,Yes,Accepted to Connect,,,,,,,49.5,49.5,52.105,49.5,52.105,2022-05-30,2034-10-31,,,,,,,2024-07-12,0.0260263255412601,51.7384529908615,"51.7384529908615, 0.0260263255412601",,Solar PV
Data not available,,Infinis Limited,(ANM) Sandy Lane,,,South Ockendon,Essex,RM15 4XP,England,555360,180790,Warley,Purfleet Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,15.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,15.0,15.0,15.789,0.0,0.0,2022-08-05,2036-10-31,,,,,,,2024-07-12,0.237105301830114,51.5046945120166,"51.5046945120166, 0.237105301830114",EPN-S0000000D7049,Solar PV
Data not available,,Anglian Water Services Ltd,Whitlingham Lane,,,Norwich,Norfolk,NR14 8TZ,England,627499,307662,Norwich Main,-,Thorpe Gd Local 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,1.2,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,1.2,1.2,1.263,0.0,0.0,2022-11-18,2032-10-31,,,,,,,2024-01-15,1.35939123492002,52.6190356619004,"52.6190356619004, 1.35939123492002",EPN-S0000000G5072,Solar PV
Data not available,,Industria Resources,Salts Road,West Walton,,WISBECH,Cambs,PE14 7EJ,England,547660,313354,Walpole,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,50.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,50.0,50.0,52.632,2.0,2.105,2022-11-09,,,,,,,,2024-01-15,0.183665387625394,52.6977353168115,"52.6977353168115, 0.183665387625394",,Solar PV
1023470462707,1014570507369,EDL UK Ltd,Mucking Power Station,Mucking Wharf Road,,STANFORD-LE-HOPE,Essex,SS17 0RN,England,568608,181106,Tilbury,Tilbury Compact Grid 33kV,,11.0,Eastern Power Networks (EPN),Biofuel - Landfill gas,Engine (combustion / reciprocating),,,,7.89,,,,,,,,,,,,,No,Connected,7.89,7.89,8.305,0.3,0.316,2000-07-03,,,,,,,,,,,,,,2024-01-15,0.427962392333986,51.5037395804935,"51.5037395804935, 0.427962392333986",EPN-S0000000G7105,Biogas
Data not available,,Green Switch Capital,(ANM) Wymondham Road Farm,Cranes Road,,Norwich,Norfolk,NR14 8ET,England,617400,299436,Norwich Main,-,,132.0,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,228.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,228.0,228.0,240.0,228.0,240.0,2023-06-16,,,,,,,,2024-01-15,1.20506446014974,52.5493351043001,"52.5493351043001, 1.20506446014974",,Storage
Data not available,,Sky UK Development Ltd,(ANM) Back Road,,,Norwich,Norfolk,NR14 7GF,England,629531,302257,Norwich Main,Trowse Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,15.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,15.0,15.0,15.789,0.8,0.842,2023-04-21,2034-10-31,,,,,,,2024-01-15,1.38560815597398,52.5696765558003,"52.5696765558003, 1.38560815597398",EPN-S0000000D5084,Solar PV
Data not available,,Aura Power Solar UK Ltd,(ANM) North Side Bedford Road,Marston Moretaine,,BEDFORD,Beds,MK43 0LE,England,500069,242347,Sundon,Marston Rd Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,49.9,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.9,49.9,52.526,1.0,1.053,2023-08-08,2034-10-31,,,,,,,2024-07-12,-0.541466651929274,52.0704624796848,"52.0704624796848, -0.541466651929274",EPN-S0000000D4022,Solar PV
Data not available,,Cragside Energy Ltd,(ANM) Greenfield Road,Westoning,,BEDFORD,Beds,MK45 5JD,England,503537,232752,Sundon,Westoning Grid 33kV,,33.0,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,30.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,30.0,30.0,31.579,30.0,31.579,2023-08-15,2034-10-31,,,,,,,2024-07-12,-0.493789225039635,51.9835903404159,"51.9835903404159, -0.493789225039635",EPN-S0000000D8023,Storage
