Export MPAN / MSID,Import MPAN / MSID,Customer Name,Customer Site,Address Line 1,Address Line 2,Town/ City,County,Postcode,Country,Location (X-coordinate):_Eastings (where data is held),Location (y-coordinate):_Northings (where data is held),Grid Supply Point,Bulk Supply Point,Primary,Point of Connection (POC)_Voltage (kV),Licence Area,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status,Already connected Registered Capacity (MW),Already Connected - Maximum Export Capacity (MW),Already Connected - Maximum Export Capacity (MVA),Already Connected - Maximum Import Capacity (MW),Already Connected - Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MVA),Accepted to Connect - Change to Maximum Import Capacity (MW),Accepted to Connect - Change to Maximum Import Capacity (MVA),Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,Longitude,Latitude,SpatialCoordinates_Customer,SiteFunctionalLocation,Primary Resource Type_Group
Data not available,,Infraland,(ANM) SOUTH WOODHAM FERRERS,,,CHELMSFORD,Essex,CM3 8RA,England,579536,198013,Rayleigh,Maldon Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,20.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,20.0,20.0,21.053,0.1,0.105,2020-12-10,2028-12-31,,,,,,,2022-12-14,0.59388401985664,51.6522380731979,"51.6522380731979, 0.59388401985664",EPN-S0000000D3038,Solar PV
Data not available,,CONRAD ENERGY,Land West of B579,LUTON ROAD,,TODDINGTON,Beds,LU5 6HT,England,502318,227492,Sundon,Sundon 33kV,Sundon Primary 11kV T1&T2,11.0,Eastern Power Networks (EPN),Fossil - Gas,Engine (combustion / reciprocating),,,,6.078,,,,,,,,,,,,,No,Connected,6.078,6.078,6.398,0.2,0.211,2021-10-01,,,,,,,,,,,,,,2021-12-14,-0.513097735286279,51.9365405036988,"51.9365405036988, -0.513097735286279",,Fossil fuel
Data not available,,Renewables,(ANM) Epping Road,Toot Hill,,Ongar,Essex,CM5 9SQ,England,551263,202276,Rye House,Epping Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,18.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,18.0,18.0,18.947,1.0,1.053,2021-02-02,2031-10-31,,,,,,,2023-01-16,0.187379248658983,51.6988518937454,"51.6988518937454, 0.187379248658983",EPN-S0000000D7064,Solar PV
Data not available,,Arvense Limited,(ANM) MARSHES BURNHAM-ON-CROUCH,,,BURNHAM-ON-CROUCH,Essex,CM0 8NE,England,598484,196719,Rayleigh,Fleethall Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,17.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,17.0,,,,,,,Yes,Accepted to Connect,,,,,,,17.0,17.0,17.895,5.0,5.263,2020-12-23,2028-12-31,,,,,,,2024-01-15,0.866701611592741,51.6342535524824,"51.6342535524824, 0.866701611592741",EPN-S0000000D7125,Solar PV
Data not available,,Road Night Taylor,(ANM) Land at Sladburys Farm,,,Clacton on Sea,Essex,CO15 4SS,England,619764,218018,Bramford,Clacton Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,21.85,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,21.85,21.85,23.0,0.15,0.158,2020-12-18,2028-12-31,,,,,,,2022-12-14,1.18714253031971,51.8175572158889,"51.8175572158889, 1.18714253031971",EPN-S0000000D3027,Solar PV
Data not available,,Aura Power,(ANM) Old Bury Road,3 FAIRWAYS,STUSTON,DISS,Suffolk,IP21 4AB,England,613055,278259,Bramford,Diss Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,30.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,30.0,30.0,31.579,0.8,0.842,2020-10-30,2028-12-31,,,,,,,2022-12-14,1.12757518192946,52.3609553350665,"52.3609553350665, 1.12757518192946",EPN-S0000000D1014,Solar PV
Data not available,,Road Night Taylor,(ANM) Land at Lawford,New Hall,,Manningtree,Essex,CO11 2QA,England,609233,228956,Bramford,Lawford Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,20.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,20.0,20.0,21.053,0.15,0.158,2020-12-14,2028-12-31,,,,,,,2022-12-14,1.04120795532949,51.9197999684778,"51.9197999684778, 1.04120795532949",EPN-S0000000D3048,Solar PV
Data not available,,Utility Connections,Tilbury Road,,,BRENTWOOD,Essex,CM13 3LR,England,563506,189309,Tilbury,Basildon Grid 33kV,Langdon Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,2.0,,,,,,,,,,,,,No,Connected,2.0,2.0,2.105,5.5,5.789,2023-01-19,,,,,,,,,,,,,,2023-07-14,0.358326845848326,51.5789314386597,"51.5789314386597, 0.358326845848326",EPN-S0000000H7100,Solar PV
Data not available,,Anglo Renewables Limited,(ANM) CROWS LANE,,,CHELMSFORD,ESSEX,CM3 8RS,England,580458,200955,Rayleigh,Maldon Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,20.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,20.0,20.0,21.053,1.0,1.053,2021-03-25,2028-12-31,,,,,,,2022-12-14,0.608715202087421,51.6783678351101,"51.6783678351101, 0.608715202087421",EPN-S0000000D3038,Solar PV
Data not available,,Low Carbon,(ANM) Muntjac Solar Farm,,,Kings Lynn,Norfolk,PE32 2LW,England,585776,314683,Walpole,Swaffham Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,50.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,50.0,,,,,,,Yes,Accepted to Connect,,,,,,,50.0,50.0,52.632,10.0,10.526,2021-03-26,,,,,,,,2023-02-14,0.747829806013232,52.6979466013824,"52.6979466013824, 0.747829806013232",EPN-S0000000D6042,Solar PV
Data not available,,Certus Utility Consulting Ltd,(ANM)HIGH ROAD,,,Kings Lynn,Norfolk,PE34 3AW,England,561003,316441,Walpole,-,,132.0,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,49.999,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.999,49.999,52.631,49.999,52.631,2021-02-08,,,,,,,,2023-02-14,0.382450220421566,52.7216631532733,"52.7216631532733, 0.382450220421566",,Storage
Data not available,,Infraland,(ANM) Land North of Station Road,Woodwalton,,Huntingdon,Cambs,PE28 5YL,England,520876,280258,Eaton Socon,Huntingdon Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,18.8,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,,,,,,,,Yes,Accepted to Connect,,,,,,,18.8,18.8,19.789,4.3,4.526,2021-04-23,2032-10-31,,,,,,,2024-11-14,-0.224503202652893,52.4069869250907,"52.4069869250907, -0.224503202652893",EPN-S0000000D4068,Solar PV
Data not available,,Certus Utility Consulting Limted,(ANM - N/A) Bullen Lane (Phase 2),,,Ipswich,SUFFOLK,IP8 4JL,England,610250,246100,Bramford,-,,132.0,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,49.99,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.99,49.99,52.621,49.99,52.621,2021-04-29,2028-12-31,,,,,,,2024-11-14,1.06648075059652,52.0733336367921,"52.0733336367921, 1.06648075059652",,Storage
Data not available,,DNO Consulting Limited,DOUBLEGATE LANE,,,WICKFORD,ESSEX,SS11 8UA,England,578049,192134,Rayleigh,-,,132.0,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,99.8,,,,,,,,,,,,,No,Connected,99.8,99.8,105.053,99.8,105.053,2023-04-17,,,,,,,,,,,,,,2023-10-13,0.569425843922723,51.5999041785639,"51.5999041785639, 0.569425843922723",,Storage
Data not available,,Innova Renewable,(ANM - N/A) Bucklesham,,,Loughton,ESSEX,IP10 1PW,England,625444,242678,Bramford,Felixstowe Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,22.5,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,22.5,22.5,23.684,0.2,0.211,2021-03-15,2028-12-31,,,,,,,2023-10-13,1.28554877903517,52.0366472212778,"52.0366472212778, 1.28554877903517",EPN-S0000000G1005,Solar PV
Data not available,,Intelligent Alternatives,Crossdale Street,,,Cromer,NORFOLK,NR27 9LB,England,622793,339283,NORWICH MAIN,SALL GRID 132/33kV,NORTH NORFOLK SOLAR FARM 33kV,33.0,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,5.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,5.0,5.0,5.263,4.9,5.158,2021-06-01,,,,,,,,2025-01-15,1.31147438566132,52.9047709503631,"52.9047709503631, 1.31147438566132",EPN-S0000000G5010,Storage
Data not available,,eSmart Networks,(ANM) Water Hall Farm,Water Hall Road,,Wixoe,Suffolk,CO10 8UA,England,570984,243840,Pelham,Belchamp Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,25.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,25.0,25.0,26.316,0.25,0.263,2021-03-17,2028-12-31,,,,,,,2023-07-12,0.493048136776966,52.0665416106262,"52.0665416106262, 0.493048136776966",EPN-S0000000D1011,Solar PV
Data not available,,TAG UK,(ANM) Walpole Substation,,,Wisbech,Cambs,PE14 7JE,England,548699,316612,Walpole,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,50.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,50.0,50.0,52.632,0.0,0.0,2021-04-27,,,,,,,,2023-02-14,0.200500958828627,52.7267177922967,"52.7267177922967, 0.200500958828627",,Solar PV
Data not available,,Infraland,(ANM - N/A) Land South of Sawtry Way,,,Huntingdon,Cambs,PE28 2DX,England,527800,273256,Eaton Socon,Huntingdon Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,15.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,15.0,,,,,,,Yes,Accepted to Connect,,,,,,,15.0,15.0,15.789,2.2,2.316,2021-05-11,2032-10-31,,,,,,,2022-12-14,-0.12544164211315,52.3425001820671,"52.3425001820671, -0.12544164211315",EPN-S0000000D4068,Solar PV
Data not available,,Stark Energy Limited,(ANM) Clay Lane,,,Clacton on Sea,Essex,CO16 8HG,England,613582,217363,Bramford,Clacton Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,20.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,20.0,20.0,21.053,0.0,0.0,2021-05-26,2031-10-31,,,,,,,2024-09-13,1.0971880829046,51.8140715258763,"51.8140715258763, 1.0971880829046",EPN-S0000000D3027,Solar PV
Data not available,,MVV Umwelt GmbH,(ANM) Algores Way,,,Wisbech,Cambs,PE13 2TQ,England,545865,308248,Walpole,-,,132.0,Eastern Power Networks (EPN),Fossil - Gas,Steam turbine (thermal power plant),,,,62.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,62.0,62.0,65.263,26.0,27.368,2021-05-21,,,,,,,,2023-02-14,0.154864377611264,52.6523526807504,"52.6523526807504, 0.154864377611264",,Fossil fuel
Data not available,,EcoDev Group,(ANM - N/A) Crown Hills,Clapham,,BEDFORD,BEDS,MK41 6ET,England,504481,254059,Sundon,Austin Canons Grid 33kV,Manton Ln Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,4.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,4.0,4.0,4.211,0.1,0.105,2021-08-08,,,,,,,,2022-12-14,-0.47353027174331,52.1749081899992,"52.1749081899992, -0.47353027174331",EPN-S0000000H4051,Solar PV
Data not available,,KNM ECO Innovations,Peterborough Energy Park,Storeys Bar Road,,Peterborough,Cambs,PE1 5YS,England,521611,299282,Walpole,-,,132.0,Eastern Power Networks (EPN),Biomass,Steam-gas turbine (CCGT),,,,52.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,52.0,52.0,54.737,2.0,2.105,2010-02-18,,,,,,,,2023-02-14,-0.206763294480742,52.5777653384213,"52.5777653384213, -0.206763294480742",,Biogas
Data not available,,Low Carbon UK,Stort Solar Farm,,,Roydon,Essex,CM19 5HE,England,541441,210077,Rye House,Harlow West Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,35.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,35.0,35.0,36.842,0.0,0.0,2021-06-30,2031-10-31,,,,,,,2023-01-16,0.0485234297147185,51.7715056888413,"51.7715056888413, 0.0485234297147185",EPN-S0000000D7148,Solar PV
Data not available,,CX Group,(ANM) Land at Warmans Farm,Burton End,,Stansted,Essex,CM24 8UQ,England,553335,223703,Pelham,Bishops Stortford Grid 33kV,Stansted Airport Main Pr 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,6.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,6.0,6.0,6.316,,,2021-07-08,2028-12-31,,,,,,,2023-01-16,0.226801796242025,51.8907955200466,"51.8907955200466, 0.226801796242025",EPN-S0000000H7035,Solar PV
Data not available,,Raynham Farm Company Ltd,"Land at Raynham Estate, Hall Farm",,,Fakenham,Norfolk,NR21 7EE,England,588938,325717,Walpole,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,90.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,90.0,,,,,,,No,Accepted to Connect,,,,,,,90.0,90.0,94.737,10.0,10.526,2021-08-23,,,,,,,,2024-07-12,0.800913405059951,52.7959259170383,"52.7959259170383, 0.800913405059951",,Solar PV
,,Biogas Technology,(ANM)Land East of B1256,,,Great Dunmow,Essex,CM6 1EW,England,563363,221292,Pelham,Thaxted Grid 33kV,Dunmow Primary 11kV,11.0,Eastern Power Networks (EPN),Fossil - Gas,Steam-gas turbine (CCGT),,,,7.5,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,7.5,7.5,7.895,0.0,0.0,2021-06-03,2028-12-31,,,,,,,2023-01-16,0.371254199277948,51.8662909811624,"51.8662909811624, 0.371254199277948",EPN-S0000000H3068,Fossil fuel
Data not available,,Low Carbon,(ANM) Minos Solar Farm,,,Stowmarket,SUFFOLK,IP14 5BL,England,608150,259930,Bramford,Stowmarket Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,20.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,20.0,20.0,21.053,0.1,0.105,2021-06-30,2031-10-31,,,,,,,2022-12-14,1.04434460414259,52.1982895364434,"52.1982895364434, 1.04434460414259",EPN-S0000000D1018,Solar PV
Data not available,,Infinis Energy Services Limited,(ANM) Mill Lane,Mill lane,,High Ongar,ESSEX,CM5 9RN,England,556525,203593,Rye House,Epping Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,7.5,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,7.5,7.5,7.895,,,2021-07-26,2031-10-31,,,,,,,2023-01-16,0.264048263894566,51.7092424509918,"51.7092424509918, 0.264048263894566",EPN-S0000000D7064,Solar PV
Data not available,,Renewable Connections,ANM Treading Bank,Gorefield,Wisbech,Cambridge,Cambs,PE13 5NX,England,540166,314059,Walpole,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,49.9,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.9,49.9,52.526,0.499,0.525,2022-02-03,,,,,,,,2024-07-12,0.0731489742905739,52.706058690006,"52.706058690006, 0.0731489742905739",,Solar PV
Data not available,,Eden Renewables,KIRBY ROAD,,,Norwich,Norfolk,NR14 7DU,England,627358,305557,Norwich Main,Trowse Grid 33kV,,33.0,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,40.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,40.0,40.0,42.105,40.0,42.105,2021-08-20,2030-10-31,,,,,,,2024-11-14,1.35586618887413,52.6002037072308,"52.6002037072308, 1.35586618887413",EPN-S0000000D5084,Storage
Data not available,,Apatura Energy,(ANM)LAND NEAR HENHAM,,,Bishops Stortford,Herts,CM22 6AT,England,554724,228435,Pelham,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,40.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,40.0,40.0,42.105,0.25,0.263,2021-08-20,2032-10-31,,,,,,,2023-02-14,0.249093077953018,51.9329238741946,"51.9329238741946, 0.249093077953018",,Solar PV
Data not available,,Peters Energy Storage Facility,(ANM)Walnut Road,Walpole St Peter,,Wisbech,Cambs,PE14 7PF,England,550048,315920,Walpole,-,,132.0,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,49.9,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.9,49.9,52.526,49.9,52.526,2021-10-29,,,,,,,,2023-02-14,0.220144915947233,52.7201295103614,"52.7201295103614, 0.220144915947233",,Storage
Data not available,,Pathfinder Clean Energy (PACE) UKDev Ltd,(ANM - N/A) Land South of A14,Grafham Road,,Huntingdon,Cambs,PE28 0AW,England,515932,270847,Eaton Socon,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,49.8,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,49.8,,,,,,,Yes,Accepted to Connect,,,,,,,49.8,49.8,52.421,30.0,31.579,2021-08-31,2032-10-31,,,,,,,2022-12-14,-0.300395149531866,52.323486806578,"52.323486806578, -0.300395149531866",,Solar PV
Data not available,,Renewable Energy Systems,ANM Boxted Hall,New Road,Boxted,Bury St Edmunds,Suffolk,IP29 4JT,England,582768,250570,Pelham,Belchamp Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,20.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,20.0,20.0,21.053,0.1,0.105,2021-09-28,2032-10-31,,,,,,,2024-07-12,0.668374130869201,52.1232230749789,"52.1232230749789, 0.668374130869201",EPN-S0000000D1011,Solar PV
Data not available,,PACE SUNSHINE ENERGY LTD,(ANM) Land North of Whittlesey Road,,,March,Cambs,PE15 0AP,England,535823,297021,Walpole,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,49.8,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,49.8,,,,,,,Yes,Accepted to Connect,,,,,,,49.8,49.8,52.421,30.0,31.579,2022-01-17,,,,,,,,2024-07-12,0.00191235852756151,52.5540916374043,"52.5540916374043, 0.00191235852756151",,Solar PV
Data not available,,Eclipse Power,(ANM) SS17 9LL The Manorway,The Manor Way,Corringham,STANFORD-LE-HOPE,Essex,SS17 9LL,England,574431,182333,Tilbury,Coryton Grid 33kV,,33.0,Eastern Power Networks (EPN),Fossil - Gas,Engine (combustion / reciprocating),,,,20.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,20.0,,,,,,,Yes,Accepted to Connect,,,,,,,20.0,20.0,21.053,0.0,0.0,2021-09-28,2024-11-30,,,,,,,2024-01-15,0.512383098169052,51.5129958273969,"51.5129958273969, 0.512383098169052",EPN-S0000000D7027,Fossil fuel
Data not available,,RNA-Energy Ltd,Land at Redcoats Farm,,,Hitchin,Herts,SG4 7UW,England,520088,226865,Wymondley,Wymondley Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,25.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,25.0,,,,,,,No,Accepted to Connect,,,,,,,25.0,25.0,26.316,12.5,13.158,2021-07-19,2028-04-28,,,,,,,2024-07-12,-0.254955106553614,51.9273590528664,"51.9273590528664, -0.254955106553614",EPN-S0000000D8109,Solar PV
Data not available,,Renewable Connections,(ANM - N/A) Lowfield Farm,Brickhill Road,,Sandy,Cambs,SG19 2DQ,England,518161,250484,Eaton Socon,Little Barford 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,21.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,21.0,21.0,22.105,0.0,0.0,2021-11-16,2032-10-31,,,,,,,2024-01-15,-0.274814850733722,52.1400250801838,"52.1400250801838, -0.274814850733722",EPN-S0000000D4055,Solar PV
Data not available,,Norgen Development Ltd,(ANM) Hardwick Farm,,,Kings Lynn,Norfolk,PE30 4BG,England,564594,319257,Walpole,Kings Lynn Grid  33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,25.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,25.0,25.0,26.316,0.0,0.0,2019-09-06,,,,,,,,2024-01-15,0.436979169850768,52.7458753402361,"52.7458753402361, 0.436979169850768",EPN-S0000000D6046,Solar PV
Data not available,,INFINIS,(ANM) Dogsthorpe Landfill Site,Welland Road,,Peterborough,Cambs,PE1 3TD,England,520403,302100,Walpole,-,Peterborough East Grid 11kV,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,7.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,7.0,7.0,7.368,0.15,0.158,2022-01-24,,,,,,,,2024-01-15,-0.223557132943731,52.6033548891816,"52.6033548891816, -0.223557132943731",EPN-S0000000F6057,Solar PV
Data not available,,RNA Energy,(ANM) Land at Brickhill Pastures Farm,Limbersey Lane,,Maulden,Beds,MK45 2EB,England,505237,239633,Sundon,Westoning Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,40.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,40.0,40.0,42.105,0.0,0.0,2022-01-04,2031-10-31,,,,,,,2024-01-15,-0.466932383103106,52.0451139684334,"52.0451139684334, -0.466932383103106",EPN-S0000000D8023,Solar PV
Data not available,,Certus Utility,(ANM) Checkley Wood,Hockliffe,,Leighton Buzzard,Beds,LU7 9LG,England,494842,228987,Sundon,Sundon 33kV,Leighton Buzzard Primary 11kV,11.0,Eastern Power Networks (EPN),Wind,Onshore wind turbines,,,,4.1,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,4.1,4.1,4.316,0.9,0.947,2021-10-22,,,,,,,,2024-01-15,-0.621395895178667,51.9513005977536,"51.9513005977536, -0.621395895178667",EPN-S0000000H8037,Wind
Data not available,,Green Switch Capital Limited,(ANM) Lark Hill,,,Rochford,ESSEX,SS4 3SA,England,589008,194822,Rayleigh,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,49.9,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.9,49.9,52.526,0.1,0.105,2022-01-20,2032-10-30,,,,,,,2024-01-15,0.728921670734066,51.6204775969733,"51.6204775969733, 0.728921670734066",,Solar PV
Data not available,,Low Carbon,(ANM) Kingsey Solar Farm,,,Ilmer,Bucks,HP27 9QX,England,477424,206388,Amersham,Ilmer Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,7.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,7.0,7.0,7.368,0.1,0.105,2022-02-23,2024-12-31,,,,,,,2024-01-15,-0.879834776566569,51.7508476409819,"51.7508476409819, -0.879834776566569",EPN-S0000000D8077,Solar PV
Data not available,,Green Switch Capital Limited,(ANM)Land off Potash Lane,,,Ipswich,Suffolk,IP9 2BZ,England,611460,237880,Bramford,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,39.5,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,39.5,39.5,41.579,0.1,0.105,2022-02-28,2031-10-31,,,,,,,2022-12-14,1.07903086529582,51.9990772328327,"51.9990772328327, 1.07903086529582",,Solar PV
Data not available,,Kaveh Solar Ltd,(ANM) LITTLE STAMBRIDGE,Hall Lane,,Rochford,Essex,SS4 1EX,England,588698,192003,Rayleigh,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,49.9,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.9,49.9,52.526,0.1,0.105,2022-04-21,2032-10-30,,,,,,,2024-01-15,0.722933043421967,51.595263722818,"51.595263722818, 0.722933043421967",,Solar PV
Data not available,,GRS Road Stone,(ANM) East Tilbury Quarry,Princess Margaret Road,,Tilbury,Essex,RM18 8PA,England,568679,178037,Tilbury,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,49.9,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.9,49.9,52.526,0.5,0.526,2022-05-26,2030-10-30,,,,,,,2023-10-13,0.427519103068089,51.4761483631227,"51.4761483631227, 0.427519103068089",,Solar PV
Data not available,,I Cloud,Bateman Crown,Adj to Walpole Bank Road,,Walpole,Cambs,PE14 7JA,England,548595,315902,Walpole,-,,132.0,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,99.9,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,99.9,99.9,105.158,99.9,105.158,2022-09-15,,,,,,,,2024-01-15,0.198641266449664,52.720368441733,"52.720368441733, 0.198641266449664",,Storage
Data not available,,Low Carbon,(ANM) Eaton Ford Solar Park,,,Abbotsley,Cambs,PE19 6XG,England,519836,256846,Eaton Socon,Little Barford 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,20.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,20.0,,,,,,,Yes,Accepted to Connect,,,,,,,20.0,20.0,21.053,6.0,6.316,2022-04-21,2032-10-31,,,,,,,2024-01-15,-0.248107334026499,52.1968350937076,"52.1968350937076, -0.248107334026499",EPN-S0000000D4055,Solar PV
Data not available,,Novated to Conrad Energy (Developments) II Limited,(ANM) Lychgate Farm,Arterial Road,,Southend,Essex,SS6 7TZ,England,578438,190465,Rayleigh,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,98.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,98.0,98.0,103.158,0.1,0.105,2022-05-26,2032-10-30,,,,,,,2024-01-15,0.57418848865485,51.5847898230859,"51.5847898230859, 0.57418848865485",,Solar PV
