constraint_description,constraint_type,main_location,secondary_location,matched_site,latitude,longitude,latitude_2,longitude_2,geolocation_source,geolocation_method,constraint_id
HUNTINGDON GRID 132/33kV - GT2,transformer,HUNTINGDON GRID GRID,,HUNTINGDON GRID 132KV,52.3411055103611,-0.183618102378877,,,grid_sites,substation_direct,0D4068_933-GT2_CONSTR-CCT
Thorpe Grid 132/33kV-  Sum,aggregate,THORPE GRID GRID,,THORPE GRID 132KV,52.6225373412088,1.32065922068105,,,grid_sites,substation_direct,0D5014_SS_CONSTR-SUM
Sall Grid 132/33kV - GT1,transformer,SALL GRID GRID,,SMALLFIELD GRID,51.1772206726174,-0.132275290346761,,,grid_sites,substation_direct,0D5023_915-GT1_CONSTR-CCT
Sall Grid 132/33kV - GT2,transformer,SALL GRID GRID,,SMALLFIELD GRID,51.1772206726174,-0.132275290346761,,,grid_sites,substation_direct,0D5023_931-GT2_CONSTR-CCT
Halesworth Grid  132/33kV - GT1,transformer,HALESWORTH GRID GRID,,HALESWORTH GRID 132KV,52.3565761818556,1.51073016384416,,,grid_sites,substation_direct,0D5053_911-GT1_CONSTR-CCT
Thowse Grid 132/33kV - GT3,transformer,THOWSE GRID GRID,,TROWSE GRID 132KV,52.6077623298605,1.30807625655577,,,grid_sites,substation_direct,0D5084_GT3_CONSTR-CCT
Hempton Grid 132/33kV - Burnham Thorpe tee Hunstanton 2 OHL Sum Constraint,aggregate,HEMPTON GRID GRID,,HEMPTON GRID 132KV,52.8291460633502,0.82576640727261,,,grid_sites,substation_direct,0D6045_913-CCT_CONSTR-SUM
Hempton Grid 132/33kV - GT2,transformer,HEMPTON GRID GRID,,HEMPTON GRID 132KV,52.8291460633502,0.82576640727261,,,grid_sites,substation_direct,0D6045_932-GT2_CONSTR-CCT
King's Lynn Grid 132/33kV - GT1,transformer,KING'S LYNN GRID GRID,,KINGS LYNN GRID 132/33KV,52.7576600302301,0.399591493869985,,,grid_sites,substation_direct,0D6046_911-GT1_CONSTR-CCT
King's Lynn Grid 132/33kV - GT2,transformer,KING'S LYNN GRID GRID,,KINGS LYNN GRID 132/33KV,52.7576600302301,0.399591493869985,,,grid_sites,substation_direct,0D6046_931-GT2_CONSTR-CCT
PETERBOROUGH CENTRAL 132/33kV  - Farcet 1 33kV OHL,substation,PETERBOROUGH CENTRAL,,PETERBOROUGH CENTRAL 132KV,52.5673640902072,-0.242939394236269,,,grid_sites,substation_direct,0D6060_914-CCT_CONSTR-CCT
PETERBOROUGH CENTRAL 132/33kV -  Farcet 2 33kV OHL,substation,PETERBOROUGH CENTRAL,,PETERBOROUGH CENTRAL 132KV,52.5673640902072,-0.242939394236269,,,grid_sites,substation_direct,0D6060_933-CCT_CONSTR-CCT
PETERBOROUGH  CENTRAL 132/33kV -  Sum,aggregate,PETERBOROUGH  CENTRAL,,PETERBOROUGH CENTRAL 132KV,52.5673640902072,-0.242939394236269,,,grid_sites,substation_direct,0D6060_SS_CONSTR-SUM
MARCH GRID 132/33kV - WHITTLESEY tee CHATTERIS 1,transmission_circuit,WHITTLESEY,CHATTERIS 1,,51.709330348488194,0.4309919855025739,52.4557730368212,0.0396030046490009,grid_sites,transmission_midpoint,0D6065_911-CCT_CONSTR-CCT
MARCH GRID 132/33kV - GT2,transformer,MARCH GRID GRID,,MARCH GRID 132/33KV,52.5482388436914,0.0748765202284335,,,grid_sites,substation_direct,0D6065_932-GT2_CONSTR-CCT
MARCH GRID 132/33kV - Sum,aggregate,MARCH GRID GRID,,MARCH GRID 132/33KV,52.5482388436914,0.0748765202284335,,,grid_sites,substation_direct,0D6065_SS_CONSTR-SUM
Ilmer Grid 132/33kV - GT2,transformer,ILMER GRID GRID,,ILMER GRID 132/33KV,51.7517773136147,-0.88227449772753,,,grid_sites,substation_direct,0D8077_016-GT2_CONSTR-CCT
British Sugar 33kV - Bury 2,substation,BRITISH SUGAR,,BRITISH SUGAR 33KV,52.2578039105025,0.731432103976518,,,grid_sites,substation_direct,0G1022_931-CCT_CONSTR-CCT
Scottow Primary 33kV - Stonehouse Solar - Sum,aggregate,SCOTTOW PRIMARY,,SCOTTOW PRIMARY 33KV,52.7642230573452,1.35069762878721,,,grid_sites,substation_direct,0G5058_912-CCT_CONSTR-SUM
Spixworth Road Solar Farm - Sall Grid 2,solar_farm,SPIXWORTH ROAD SOLAR FARM,,WROTHAM HEATH WROTHAM SOLAR FARM,51.3037888033953,0.344608564023661,,,ecr,solar_farm_direct,0G5176_912-CCT_CONSTR-CCT
Snettisham Primary 33kV - Hunstanton 1,substation,SNETTISHAM PRIMARY,,SNETTISHAM PRIMARY 33KV,52.8746782236711,0.528161663097343,,,grid_sites,substation_direct,0G6009_931-CCT_CONSTR-CCT
Halesworth Primary 33/11kV - T3,transformer,HALESWORTH,,HALESWORTH GRID 132KV,52.3565761818556,1.51073016384416,,,grid_sites,substation_direct,0H5032_910-T3_CONSTR-CCT
Halesworth Primary 33/11kV - T4,transformer,HALESWORTH,,HALESWORTH GRID 132KV,52.3565761818556,1.51073016384416,,,grid_sites,substation_direct,0H5032_930-T4_CONSTR-CCT
Norwich Main 132kV - SGT1,transformer,NORWICH MAIN,,NORWICH MAIN 132KV,52.5740279616305,1.27181803305154,,,grid_sites,substation_direct,0Z5012_SGT1_CONSTR-CCT
Norwich Main 132kV - SGT4,transformer,NORWICH MAIN,,NORWICH MAIN 132KV,52.5740279616305,1.27181803305154,,,grid_sites,substation_direct,0Z5012_SGT4_CONSTR-CCT
